Lien d'une DB de musiques (khinsider),,,,,,,,,Votants,,,,,,,,,,,,,,,,,,,,,,,
"Hésitez pas à rajouter des musiques, et à noter celles déjà dans le gsheet",,,,,,,,,"(1 si vous êtes cap de la reconnaître en blindtest, 0 sinon)",,,,,,,,,,,,,,,,,,,,,,,
"Mettez en priorité les liens de la page web, les liens de l'audio deviennent rapidemment obsolètes mais on peut les récupérer grâce à la page web",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Licence, nb: 315","Jeu, nb: 541","OST, nb: 1294",Noms Valides pr trouver séparé les noms par /,"Lien page web, nb: 192",,Lien audio,Nb de vote,Vote moyenne connais (1)/connais pas (0),UserA,UserB,UserC,UserD,UserE,UserF,UserG,UserH,UserI,UserJ,UserK,UserL,UserM,UserN,UserO,UserP,UserQ,UserR,UserS,UserT,UserU,UserV,UserW,UserX
Pokemon Donjon Mystère,Pokemon Donjon Mystère : Exploreurs du Ciel,Don't Ever Forget,,,,,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Pokemon Donjon Mystère,Pokemon Donjon Mystère : Exploreurs du Ciel,Temporal Tower,,,,https://audio.jukehost.co.uk/xVhYtLVwjA21bY9F5e89Sl8ZVluJ4kop,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Pokemon Donjon Mystère,Super Pokemon Donjon Mystère,Main Menu,,,,,4,8,1,0,,,,,0,,,,,,,,,,0,,,,,,,
Prey,Prey,Everything is going to be okay,,,,https://audio.jukehost.co.uk/GgVHZ43CnEbNbGG7IUo7hIdGSnZybC4U,10,8,0,0,,,,0,1,1,,0,0,,,0,,,,,,0,,,0,
Prince of persia,The lost crown,Main theme,,,,https://audio.jukehost.co.uk/sefke4cpFVXAad42QhdWhVdIIPYv05QC,6,8,0,0,,,,,1,0,,,0,,,0,,,,,,,,,,
Rain Code,Master Detective Archives : Rain Code,Deduction Denouement,,,,,5,8,0,0,,,,,0,,,,,,,1,,,0,,,,,,,
Rain Code,Master Detective Archives : Rain Code,Detectives Theme,,,,,5,8,0,0,,,,,0,,,,,,,1,,,0,,,,,,,
Rain Code,Master Detective Archives : Rain Code,Exotic Nation,,,,,5,8,0,0,,,,,0,,,,,,,1,,,0,,,,,,,
Rain Code,Master Detective Archives : Rain Code,RAIN CODE,,,,,5,8,0,0,,,,,0,,,,,,,1,,,0,,,,,,,
Rain Code,Master Detective Archives : Rain Code,Shinigami Puzzle,,,,,6,8,0,0,,,,,0,0,,,,,,1,,,0,,,,,,,
Rayman,Legends,Dragon Slayer,,,,https://audio.jukehost.co.uk/AtBrZPsxuWWay2EBxIbmPlRcKiBUSgN1,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Rayman,Legends,Grannies world tour,,,,https://audio.jukehost.co.uk/4UdzdmG6WrqyK55l265wVDV1q8NKmkJz,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Red Dead Redemption,RDR2,May I? Unshaken,,,,https://audio.jukehost.co.uk/a1YPGEu5xXaw1Mh4PpoMOQNBr9vnhtyx,6,8,0,0,,,,,0,0,,1,0,,,,,,,,,,,,,
Resident Evil,RE4,Save room,,,,https://audio.jukehost.co.uk/P5Cls83KL9m1TgkCZACqzjQd4O11bgNS,8,8,1,0,,,,0,1,0,,0,0,,,,,,,,,,0,,,
Risk of Rain,ROR2,...con lentitud poderosa,,,,https://audio.jukehost.co.uk/BY6eS65Kid4di3ZQ9uXpvkAZLre7fABA,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,Antarctic Oscillation,,,,https://audio.jukehost.co.uk/aGOT7CrUtdxxESIJ0Veo9xov9hjWm5Y4,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,Into the Doldrums,,,,https://audio.jukehost.co.uk/EobXVmTpRhtFmXBPGgg58bUWpDW1rBXY,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,Köppen As Fuck,,,,https://audio.jukehost.co.uk/BHRClplwSFTuWhwugcOiRJEMrNtMNARo,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,Risk of Rain 2,,,,https://audio.jukehost.co.uk/7YBdw86Ue8kY1oPnu8TP5p0NesJtU2DT,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,Terra Pluviam,,,,https://audio.jukehost.co.uk/Jbi6qjnDR4XYF2gTmZ7R9if9tjkMq5vB,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,The Rain Formerly Known as Purple,,,,https://audio.jukehost.co.uk/V3Pd2m6siYYZqnWbHpVfZqNg5rM7EySA,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2,You're Gonna Need a Bigger Ukulele,,,,https://audio.jukehost.co.uk/oauLLk3lMhfjOIFJrN53m5fHshPoFxrJ,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2 DLC,Having Fallen It Was Blood,,,,https://audio.jukehost.co.uk/lWwfCuiocEUzC006QS1zUOVxmAbjIEqZ,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Risk of Rain,ROR2 DLC,The Face of the Deep,,,,https://audio.jukehost.co.uk/2ExXMJ3t34bls8FfPR0b8GRudrtg88T2,5,8,1,0,,,,,0,0,,,0,,,,,,,,,,,,,
Rivals of Aether,Rivals of Aether,Fighter select 2,,,,https://audio.jukehost.co.uk/nUSUF1OcbvKUD2yin4NZrZNCkhV7kDNm,5,8,0,0,,,,,1,0,,,0,,,,,,,,,,,,,
Rivals of Aether,Rivals of Aether 2,Fight and Flight,,,,https://audio.jukehost.co.uk/DjyCAKD2tJIroUoIcLt9mq0oK9wOnzqz,6,8,0,0,,,,,1,,,,0,,,,,,0,0,,,,,,
Rivals of Aether,Rivals of Aether 2,Julesvale,,,,https://audio.jukehost.co.uk/JKRqwCqIVWe975vqlZJtcfdxiM5s8Zz4,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Rivals of Aether,Rivals of Aether 2,Menu theme,,,,https://audio.jukehost.co.uk/IM5r1NMm7zuPHIIY8ydFzQknsHU9kPId,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Rivals of Aether,Rivals of Aether 2,Rock wall 2,,,,https://audio.jukehost.co.uk/0zrGOuUv73k23TLbduZzabDDZ6jT3BKC,5,8,0,0,,,,,1,0,,,0,,,,,,,,,,,,,
Rocket League,Rocket League,Cities,,,,https://audio.jukehost.co.uk/SrdGoSNEbXDlcOsIvjKDsOcN54ieVpyY,8,8,1,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Scarlet Nexus,Scarlet Nexus,Scarlet Nexus,,,,https://audio.jukehost.co.uk/35OTDnDF0OfQmEqsWIutTw3hwZcFk2CI,6,8,0,0,,,,,0,0,,,0,,,1,,,,,,,,,,
Shadow of the Colossus,Shadow of the Colossus,The opened way,,,,https://audio.jukehost.co.uk/UwXyAKjfIBdryr0nXraLZVGvi4i27kME,5,8,0,0,,,,,1,0,,,,,,,,,0,,,,,,,
Shin Megami Tensei,SMT5,Battle Da'at,,,,https://audio.jukehost.co.uk/ezSd27Lic00Biysc3qNJC9f9j68Nmwvj,8,8,0,0,,,,0,1,0,,,0,,,1,,,,,,,,,0,
Silent Hill,Silent Hill 2,Theme of Laura,,,,https://audio.jukehost.co.uk/IbLtbQX7xpekKAtRFRQsRb9na8Q7jkVO,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Slime Rancher,Slime Rancher,Danger,,,,https://audio.jukehost.co.uk/4nxDZCgNRNIGGva3C8G5PSKcyUbsKV4k,5,8,0,0,,,,,0,0,,1,,,,,,,,,,,,,,
Slime Rancher,Slime Rancher,Ranch theme,,,,https://audio.jukehost.co.uk/oFZ9wSe02Cl2yGuXNpiKLvx2x4SJIPHu,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Slime Rancher,Slime Rancher,Reef theme,,,,https://audio.jukehost.co.uk/6ARV8MPcDSdahXcq05DiRUp5GRK9FH2E,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Slime Rancher,Slime Rancher,Ruins theme,,,,https://audio.jukehost.co.uk/HT1sAYvWiZ9v3KypG0gXgL6dthyIpHrX,6,8,0,0,,,,,0,0,,1,,,,,,,,,,,0,,,
Sonic,Colors,Trailer,,,,,8,8,1,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Frontiers,Break Through it all,,,,https://audio.jukehost.co.uk/QayRjmklJKJswGmnFd4dW9VmxgbO7uPe,6,8,0,0,,,,0,0,,,,0,,,,1,,,,,,,,,
Sonic,Frontiers,Find your flame,,,,https://audio.jukehost.co.uk/bxWPUbJgQhaNIqs3vuHF16sHEURVLBQI,6,8,0,0,,,,0,0,,,,0,,,,1,,,,,,,,,
Sonic,Frontiers,I'm Here - Revisited,,,,https://audio.jukehost.co.uk/vs641HKNvoAykl8g0sBjjVBhl5AcaiOs,6,8,0,0,,,,0,0,,,,0,,,,1,,,,,,,,,
Sonic,Shadow Generations,Space Colony Act 1,,,,,4,8,,0,,,,1,0,,,,,,,,,,0,,,,,,,
Sonic,Shadow the Hedgehog,I am(all of me),,,,https://audio.jukehost.co.uk/zi37xTz52bCjAMrsAUGGyrXQ18WR7V1S,6,8,0,0,,,,0,0,,,,0,,,,1,,,,,,,,,
Sonic,Sonic and Knuckles,Flying Battery Zone,,,,https://audio.jukehost.co.uk/6Wcuwn8ohCFKmk2Ltzy0VwufZYnpBfMK,8,8,0,0,0,,,1,0,0,,0,1,,,,,,,,,,,,,
Sonic,Sonic and the black Knight,Knight of the wind,,,,https://audio.jukehost.co.uk/40IaugjZXxtD5ttPxR6ZaSu4EUa91f5n,6,8,0,0,,,,0,0,,,,0,,,,1,,,,,,,,,
Spider-Man,Marvel's Spider-Man,Main Theme,,,,,9,8,0,0,0,,,1,1,0,,0,0,,,,,,,,,0,,,,
Star Fox,Star Fox,Corneria,,,,https://audio.jukehost.co.uk/l3ZDIiTaciuy4SFSsNSvnMzQk1MABNgh,8,8,0,0,,,,,1,1,,,0,,,,,,0,,,0,,,0,
Steins Gate,Steins Gate 0,Believe me,,,,https://audio.jukehost.co.uk/cK9bOeeNCt4aIRDSSPRc57vyXqte7AQf,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Steins Gate,Steins Gate 0,Messenger,,https://downloads.khinsider.com/game-soundtracks/album/steinsgate-0-selected-sound-works-2016/01.%2520Messenger%2520-%2520Main%2520Theme.mp3,,https://nu.vgmtreasurechest.com/soundtracks/steinsgate-0-selected-sound-works-2016/hqyxxqtbtn/01.%20Messenger%20-%20Main%20Theme.mp3,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Street Fighter,SF2,Ken theme,,,,https://audio.jukehost.co.uk/MhJYSbUrqxlymHSmifhEjuUqtlkwCHgl,6,8,0,0,,,,0,1,0,,,0,,,,,,,,,,,,,
Street Fighter,Street Fighter 5,Main theme,,,,https://audio.jukehost.co.uk/mlJVVI5KWFreOW6zNaCxbPL7wCkywwyW,6,8,0,0,,,,,1,0,,,,,,0,,,0,,,,,,,
Street Fighter,Super street fighter 4 ,Volcanic Rim Stage,,,,https://audio.jukehost.co.uk/0uMPmjIuvIVtJt31RBgJFZ3vfT3V43Jq,6,8,0,0,,,,,0,,,,0,,,0,1,,,,,,,,,
Subnautica,Subnautica,Original Inhabitants,,,,,8,8,0,0,,,,1,0,0,,0,0,,1,,,,,,,,,,,
Sundered,Sundered,Eshe,,,,https://audio.jukehost.co.uk/TzNSePVDyQj9BfMDGn4sjSru97eBAFlP,6,8,0,0,,,,,1,0,,,0,,,0,,,,,,,,,,
Super Hexagon,Super Hexagon,Focus,,,,,6,8,0,0,,,,,0,0,,,,,,,,,1,0,,,,,,
Super Mario,Super Mario Wonder,Overworld,,,,,8,8,0,0,,,,1,1,,,0,,,,,,,0,0,,,,,0,
Super Mario,Super Mario Wonder,Piranha Plants on Parade,,,,,6,8,0,0,,,,1,0,,,0,,,,,,,0,,,,,,,
Super Mario,Super Mario Wonder,Title Screen,,,,,6,8,0,0,,,,1,0,,,0,,,,,,,0,,,,,,,
Super Mario,Super Mario Wonder,Underground,,,,,6,8,0,0,,,,1,0,,,0,,,,,,,0,,,,,,,
Super Meat Boy,Super Meat Boy,C.H.A.D.'s Lullaby,,,,,5,8,0,0,,,,,0,1,,,,,,,,,0,,,,,,,
Super Smash Bros,Brawl,Menu,,,,https://audio.jukehost.co.uk/SQuz1icgWny3UPEMBjvYHZ4hHLuLm0ei,9,8,1,0,,,,0,1,0,,0,0,,0,0,,,,,,,,,,
Team Fortress,Team Fortress 2,Robots!,,,,,5,8,0,0,,,,,0,,,0,,,,,,,1,,,,,,,
Tearaway,Tearaway,Gibbet Hill,,,,https://audio.jukehost.co.uk/uEqYxlHN25dmtuo3PqzGZ9VACk7KB9Il,5,8,0,0,,,,,1,0,,,,,,,,,0,,,,,,,
Tekken,Tekken 6,Karma (electric fountain),,https://downloads.khinsider.com/game-soundtracks/album/tekken-6-complete-ost/1-16.%2520Karma%2520%2528Electric%2520Fountain%2529.mp3,,https://nu.vgmtreasurechest.com/soundtracks/tekken-6-complete-ost/jwfnalgw/1-16.%20Karma%20%28Electric%20Fountain%29.mp3,4,8,0,0,,,,,1,,,,0,,,,,,,,,,,,,
Tekken,Tekken 6,Yodeling In Meadow Hill,,https://downloads.khinsider.com/game-soundtracks/album/tekken-6-complete-ost/1-18.%2520Yodeling%2520in%2520meadow%2520hill%2520%2528Hidden%2520Retreat%2529.mp3,,https://nu.vgmtreasurechest.com/soundtracks/tekken-6-complete-ost/jdokgcur/1-18.%20Yodeling%20in%20meadow%20hill%20%28Hidden%20Retreat%29.mp3,6,8,0,0,,,,,0,,,,0,,,,1,,0,,,,,,,
Tekken,Tekken 8,Coliseum of Fate (classic),,,,https://audio.jukehost.co.uk/5tqI9sOKiq4CvD414m90bBT5qsWGXKMK,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Coliseum of Fate (climax),,,,https://audio.jukehost.co.uk/mc5QaPevEOzsTrjjUgsIfT2vGrlhP8b3,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Descent into subconscious (classic),,,,https://audio.jukehost.co.uk/b5sr7TVj4AohjMY140wt6vbMRAhRrCTl,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Elegant palace (classic),,,,https://audio.jukehost.co.uk/0QxI2SHr7sZWnDaeyWKATRrBaTNJJQkr,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Neo City (classic),,,,https://audio.jukehost.co.uk/DPqUL65JkKWhU9KZIRhauzowZLp2n3pZ,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Neo City (climax),,https://downloads.khinsider.com/game-soundtracks/album/tekken-8-original-soundtrack-2024/07.%2520Neo%2520City%2520%2528Climax%2529.mp3,,https://jetta.vgmtreasurechest.com/soundtracks/tekken-8-original-soundtrack-2024/cokhivas/07.%20Neo%20City%20%28Climax%29.mp3,5,8,0,0,,,,,0,,,1,,,,0,,,,,,,,,,
Tekken,Tekken 8,Sanctum (classic),,,,,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Seaside Resort (climax),,,,,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Storm Rising (classic),,,,https://audio.jukehost.co.uk/TXT8F8mCPmqpycSke572nKALEhtMB8rr,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken,Tekken 8,Super Ghost Battle,,,,https://audio.jukehost.co.uk/ePx7znJBCKoZ2IPXYgBEO4fBEmNFSLGo,4,8,0,0,,,,,0,,,1,,,,,,,,,,,,,,
Tekken ,Tekken 8 ,Secluded training ground (classic),,,,https://audio.jukehost.co.uk/oVKiCD1Fkq5aM4zD1rgDtKsKPmIYlmOY,8,8,0,0,,,,,0,0,,1,0,,,,1,,0,,,,,,,
Tekken ,Tekken tag tournament 2,School -After school Mix-,,,,https://audio.jukehost.co.uk/DFo1wv6hy3hPaAWGl6r4ayOCaYMWp3qf,6,8,0,0,,,,,0,,,,0,,,,1,,0,,,,,,,
Terraria,Terraria,Frost Moon,,,,https://audio.jukehost.co.uk/BnUARpfNffqWS8qAESdfqhzbeOhKE4Iw,9,8,0,0,0,,,1,0,0,1,0,0,,,,,,,,,,,,,
The Binding of Isaac,Antibirth,Forgotten Lullaby,Isaac,,,,5,8,0,0,,,,,0,,,,,,,,,,0,1,,,,,,
The Binding of Isaac,Antibirth ,Innocence Glitched,Isaac,,,,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
The Binding of Isaac,Antibirth ,Machine in the Walls,Isaac,,,,4,8,0,0,,,,,0,,,,,,,,,,1,,,,,,,
The Binding of Isaac,Rebirth ,Genesis 13-37,Isaac/Genesis,,,,4,8,1,0,,,,,0,,,,,,,,,,0,,,,,,,
The Binding of Isaac,Rebirth ,Sodden Hollow,Isaac,,,,4,8,1,0,,,,,0,,,,,,,,,,0,,,,,,,
The Binding of Isaac,Rebirth ,The Forgotten,Isaac,,,,4,8,1,0,,,,,0,,,,,,,,,,0,,,,,,,
The Witcher,The Witcher 3,Hunt or be hunted,,,,https://audio.jukehost.co.uk/C0FQm1wZkQaOobmqT1YMdCfyMdnyB8wq,4,8,0,0,,,,,1,,,,0,,,,,,,,,,,,,
The Witcher,The Witcher 3,La balade de Priscillia,,,,https://audio.jukehost.co.uk/EuRHfdjA0rGoP4XlgvVYWaIK1PdHpxJO,4,8,0,0,,,,,1,,,,0,,,,,,,,,,,,,
The Witcher,The Witcher 3,Sword of destiny,,,,https://audio.jukehost.co.uk/wAC68wtlAEcVwLyiAfd8v5VUxMEZxLYR,4,8,0,0,,,,,1,,,,0,,,,,,,,,,,,,
The Witcher,The Witcher 3,The wolf and the swallow,,,,https://audio.jukehost.co.uk/GWcN7CqMEwK1T2tSC8GuMesXLwN6TWax,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
The Witcher,The Witcher 3,The wolven storm,,,,https://audio.jukehost.co.uk/JpN1gWB0C8ARhb6I5eTqDI0ebE8uFPMQ,8,8,0,0,,,,0,1,1,,0,0,,,,,,,,,,,,0,
Tomb Raider,Lara Croft and the Temple of Osiris,Lara Croft Overture,,,,https://audio.jukehost.co.uk/5gCVerqV34ubDSYGQ4oUGKscBa19EDW7,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Tomb Raider,Legend,Main theme,,,,https://audio.jukehost.co.uk/C2rJKpQtreNNDjoI1suu3ExBUt1qtZ0r,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Ultima,Ultima VI,Can't remove the pain,,,,https://audio.jukehost.co.uk/0rne0e5Le5G7aLHueoob3LiC1lSu5TAV,6,8,0,0,,,,,1,,,,0,,,0,,,0,,,,,,,
Ultrakill,Ultrakill,Castle Vein,,,,https://audio.jukehost.co.uk/Wk2MtL5R8TMlhGDLe4FUYw0mxEZHll4x,5,8,0,0,,,,,0,,,,,,,,,,1,0,,,,,,
Unravel,Unravel 2,Let it all out,,,,,6,8,0,0,,,,,1,,,,0,,,0,,,0,,,,,,,
Unravel,Unravel 2,Problem solving,,,,,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Vampire Survivors,Vampire Survivors,Copper Green Intent,,,,,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Vampire Survivors,Vampire Survivors,Moms are tough,,,,https://audio.jukehost.co.uk/0gtr88gmcqYKXJJDA4n0DVbd84YG1aTS,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Vampire Survivors,Vampire Survivors,Reincarnated Echoes,,,,,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Vampire Survivors,Vampire Survivors,The Beginning,,,,,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Vampire Survivors,Vampire Survivors : Ode to Castlevania,Heart of fire,Castlevania ?,,,https://audio.jukehost.co.uk/eQjoXYZbiDv981pzEVTCR6v3rTVOZyUY,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Warframe,Warframe,We all lift together,,,,,9,8,0,0,0,1,,0,0,1,,0,0,,,,,,,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles 2,Roaming the wastes,,,,https://audio.jukehost.co.uk/TtIlyx98tGOpqW0T0BbzcGVwp4BLkNvG,9,8,0,0,0,,,0,1,0,1,0,0,,,,,,,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles 3 ,Carrying the weight of life,,,,https://audio.jukehost.co.uk/vwmcUG9sebMovzcyFK2d0LSOZF91gXGK,6,8,0,0,,,,,0,,,,0,,,,1,,0,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles 3 ,Kaleidoscopic Core,,,,https://audio.jukehost.co.uk/PFmURYhAAx9C1szZO4ZOh10cJ8XHkC5X,6,8,0,0,,,,,0,,,,0,,,,1,,0,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles X,Theme X,,,,https://audio.jukehost.co.uk/x37OJSzjrw0FXGQDSE9VpUsP0kQANaRK,5,8,0,0,,,,,1,,,,0,,,,,,0,,,,,,,
Yoku's island express,Yoku's island express,Welcome to mokumana beach,,,,https://audio.jukehost.co.uk/yXGUYE3DxMeQwFW69BilkJGg0n6zdiMH,4,8,0,0,,,,,1,,,,,,,,,,0,,,,,,,
Yoku's island express,Yoku's island express,Yoku Taidua and the village,,,,https://audio.jukehost.co.uk/BVAWn1VWYkLlL6RTGJLj7sqP47bEcqu6,5,8,0,0,,,,,1,,,0,,,,,,,0,,,,,,,
YuGiOh,YGO Duel Link,Winning Theme (DM/GX),,,,https://audio.jukehost.co.uk/ZZurfn5onUca7m7HJSEwmJmrZ6noRdPi,8,8,0,0,,,,,1,0,,1,0,,,,,,0,,,,0,,,
Zelda,Hyrule Warriors : Age of calamity,Daruk's theme,,,,,6,8,0,0,,,,0,1,,,,0,,,,,,0,,,,,,,
Zelda,Hyrule Warriors : Age of calamity,Mipha's theme,,,,,6,8,0,0,,,,0,1,,,,0,,,,,,0,,,,,,,
Zelda,Hyrule Warriors : Age of calamity,Revali's theme,,,,,6,8,0,0,,,,0,1,,,,0,,,,,,0,,,,,,,
Zelda,Hyrule Warriors : Age of calamity,Urbosa's theme,,,,,6,8,0,0,,,,0,1,,,,0,,,,,,0,,,,,,,
Zelda,Link : Faces of evil,Nortinka,,,,,6,8,0,0,,,,0,1,,,,0,,0,,,,,,,,,,,
Zelda,Link : Faces of evil,World map theme,,,,,6,8,0,0,,,,0,1,,,,0,,0,,,,,,,,,,,
Zelda,Skyward Sword,"Pirates Stronghold (exterior, timeshift stone)",Sand sea (past),https://downloads.khinsider.com/game-soundtracks/album/the-legend-of-zelda-skyward-sword-wii-gamerip-2011/226.%2520Pirates%2520Stronghold%2520%2528Exterior%252C%2520Timeshift%2520Stone%2529.mp3,,https://lambda.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-skyward-sword-wii-gamerip-2011/gyahhpeb/226.%20Pirates%20Stronghold%20%28Exterior%2C%20Timeshift%20Stone%29.mp3,8,8,0,0,,,,0,1,1,,0,0,,0,,,,,,,,,,,
Zelda,Tears of the kingdom,Seized construct,,https://downloads.khinsider.com/game-soundtracks/album/the-legend-of-zelda-tears-of-the-kingdom-o.s.t-switch-gamerip-2023/9-07.%2520Scourge%2520of%2520the%2520Spirit%2520Temple%252C%2520Seized%2520Construct%2520Battle.mp3,,https://jetta.vgmtreasurechest.com/soundtracks/the-legend-of-zelda-tears-of-the-kingdom-o.s.t-switch-gamerip-2023/jjrkxjes/9-07.%20Scourge%20of%20the%20Spirit%20Temple%2C%20Seized%20Construct%20Battle.mp3,6,8,0,0,,,,,1,,,,0,,,,,,0,0,,,,,,
Zelda,Wand of Gamelon,Sakado Graveyard,,https://downloads.khinsider.com/game-soundtracks/album/zelda-the-wand-of-gamelon-cdi/29_Sakado%2520Graveyard.mp3,,https://jetta.vgmtreasurechest.com/soundtracks/zelda-the-wand-of-gamelon-cdi/shgmrwhx/29_Sakado%20Graveyard.mp3,6,8,0,0,,,,,1,,,,0,,0,,,,0,,,,,,,
A Plague Tale,A Plague Tale : Innocence,Father,,,,https://audio.jukehost.co.uk/ta5mN2jdMfX6BNIHZMrBIuYdtAseriZ2,14,9,0,1,0,,,0,0,1,0,0,0,0,,0,0,,0,,,0,,,,
A Plague Tale,A Plague Tale : Innocence,Plague Tale,,,,https://audio.jukehost.co.uk/l4NnCUebRZUkFOkLGJ5QxkRJMOqJvJT8,14,9,0,1,0,0,,0,0,1,0,0,0,0,,0,0,,0,,,,,,,
Abzu,Abzu,Delphinus Delphis,,,,https://audio.jukehost.co.uk/vIIABtce2kPtV8ibwKrDKhN5nm3ouSxk,7,9,0,0,,,,,1,0,,,0,,,,,,0,,,,,,0,
Ace Combat,Ace Combat 7,Daredevil,,,,https://audio.jukehost.co.uk/uurnQmA3E1brJYMRAC3bZKONqy4H7RIa,10,9,0,0,,,,,1,0,,,0,0,,0,0,,0,,,0,,,,
Age of Empire,Age of Mythology,Main theme,,,,,15,9,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,,,,,,,
Alan Wake,Alan Wake II,No one left to love,,https://downloads.khinsider.com/game-soundtracks/album/alan-wake-ii-chapter-songs-2023/06.%2520No%2520One%2520Left%2520To%2520Love.mp3,,https://audio.jukehost.co.uk/JndZQdO3c3Hp8EZ8lXp9rggayd9rhTmH,7,9,0,0,,,,,1,0,0,,0,,,,,,,0,,,,,,
Animal Crossing,Animal Crossing : City Folks,City Night,AC/ACCF,,,https://audio.jukehost.co.uk/P48WzYotsOOmnmJzzeWnO0U6BiovfQTM,11,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Happy Home Designer,Decorating the Facility,AC/ACHHD,,,https://audio.jukehost.co.uk/ARKHW1tDDv2qBFShJaQJxJeqGRz474Pv,12,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,0,,,,,,
Animal Crossing,Animal Crossing : Happy Home Designer,Exterior Designing,AC/ACHHD,,,https://audio.jukehost.co.uk/pPqiER4PNkCbsTOcYjx5M2Burxe6is1N,11,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Happy Home Designer,House Preview,AC/ACHHD,,,https://audio.jukehost.co.uk/i1MtTPZTk1KySAPDrFy1vPIWZjZnNXT9,11,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : New Leaf,1 A.M.,AC/ACNL,,,https://audio.jukehost.co.uk/ieF4B353U382DDr4KbPS3KrV6AcaOM9p,11,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Wild World,Kapp'n's Taxi,AC/ACWW,,,https://audio.jukehost.co.uk/KLWlQoP5CcqC0wTVAN66OgwYc3MtOi0w,11,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Animal Crossing,Animal Crossing : Wild World,Taxi Arrival,AC/ACWW,,,https://audio.jukehost.co.uk/Fe1Rvep0AV8PHc7lEi879g86VFxsydOU,11,9,1,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Ankama,Waven,Nature,,,,https://audio.jukehost.co.uk/8EXfyn9O6bRtSC2QbeaNt6E6KUN6YD8x,7,9,0,0,,,,,1,,,,0,,,0,0,,,,,,,,0,
